"spellname","checktime","signupdays","logindays","lastlogin","lastlogindiff","loginfrequency"
"yangrendi","2015/8/19 10:09:39","172","27","2015/9/28","132","0.1570"
"quke","2015/8/26 16:07:12","165","26","2016/2/4","3","0.1576"
"wangyuexia","2015/11/4 14:53:52","95","15","2016/1/7","31","0.1579"
"yinhongxia","2016/1/19 15:55:13","19","3","2016/1/25","13","0.1579"
"shaoyulin","2016/1/19 15:50:38","19","3","2016/2/1","6","0.1579"
"zhengyayun","2016/1/19 11:16:56","19","3","2016/1/26","12","0.1579"
"duchenxing","2016/1/19 16:55:04","19","3","2016/1/26","12","0.1579"
"yubo","2016/1/19 14:31:20","19","3","2016/2/2","5","0.1579"
"zhaoxiaoyu","2016/1/19 14:51:08","19","3","2016/1/28","10","0.1579"
"yintao","2016/1/19 17:32:03","19","3","2016/1/22","16","0.1579"
"zhangyue_1","2015/11/4 16:36:11","95","15","2016/2/3","4","0.1579"
"liushanshan","2016/1/19 14:54:42","19","3","2016/1/21","17","0.1579"
"lihuarong","2016/1/19 08:31:46","19","3","2016/1/28","10","0.1579"
"tieweiye","2016/1/19 11:29:49","19","3","2016/1/28","10","0.1579"
"jiangzehui","2016/1/19 15:18:36","19","3","2016/1/28","10","0.1579"
"baichen","2016/1/19 15:21:33","19","3","2016/1/21","17","0.1579"
"pangbei","2015/9/8 13:45:18","152","24","2016/1/8","30","0.1579"
"lianjianli","2016/1/19 17:02:38","19","3","2016/1/26","12","0.1579"
"gujun","2016/1/19 09:56:16","19","3","2016/1/21","17","0.1579"
"yinna","2015/9/8 17:39:37","152","24","2016/1/22","16","0.1579"
"zhangchuyang","2016/1/19 10:12:48","19","3","2016/1/25","13","0.1579"
"donghui","2016/1/19 15:15:15","19","3","2016/2/1","6","0.1579"
"songxia","2016/1/19 14:05:27","19","3","2016/1/28","10","0.1579"
"ouyanglin","2016/1/19 10:54:06","19","3","2016/1/29","9","0.1579"
"caohao","2016/1/19 08:31:18","19","3","2016/2/3","4","0.1579"
"yangjie_1","2016/1/19 15:33:35","19","3","2016/1/21","17","0.1579"
"liumingyang","2016/1/19 16:51:38","19","3","2016/1/21","17","0.1579"
"yuling","2015/10/10 10:42:16","120","19","2015/12/30","39","0.1583"
"wuzhiwei","2015/10/10 14:57:00","120","19","2016/2/5","2","0.1583"
"zhangbo_2","2015/10/29 15:59:41","101","16","2016/2/5","2","0.1584"
"likai","2015/10/29 10:23:51","101","16","2016/1/20","18","0.1584"
"luanzhicong_1","2015/10/29 16:30:11","101","16","2015/12/4","65","0.1584"
"zengshuo","2015/11/17 15:06:11","82","13","2016/1/26","12","0.1585"
"liukai","2015/8/27 16:16:44","164","26","2016/2/2","5","0.1585"
"caohuang","2015/11/17 09:57:33","82","13","2015/12/8","61","0.1585"
"zhangning1","2015/9/15 14:34:40","145","23","2015/11/6","93","0.1586"
"huoliwei","2015/12/25 18:05:24","44","7","2016/1/21","17","0.1591"
"chenboxun","2015/9/22 11:20:55","138","22","2015/12/8","61","0.1594"
"sumiaomiao","2015/11/30 16:07:06","69","11","2016/1/5","33","0.1594"
"zhouyu","2015/11/24 16:34:08","75","12","2015/12/25","44","0.1600"
"qianhaoyi","2016/1/13 16:25:08","25","4","2016/1/20","18","0.1600"
"wangyubo_1","2016/1/13 10:30:54","25","4","2016/1/27","11","0.1600"
"hutingyun","2016/1/13 15:18:44","25","4","2016/1/21","17","0.1600"
"wanglili_1","2016/1/13 16:32:16","25","4","2016/1/20","18","0.1600"
"huangboyi","2016/1/13 16:03:33","25","4","2016/1/27","11","0.1600"
"liqing1","2016/1/13 10:15:39","25","4","2016/1/22","16","0.1600"
"wangyang","2015/9/29 17:10:13","131","21","2015/12/17","52","0.1603"
"menglingping","2015/9/29 15:25:40","131","21","2016/1/11","27","0.1603"
"zangdi","2015/11/18 10:12:36","81","13","2016/2/4","3","0.1605"
"zhangrutao","2015/11/18 13:46:21","81","13","2016/2/3","4","0.1605"
"panyunchen","2015/9/23 10:01:29","137","22","2016/1/27","11","0.1606"
"chenlei","2015/9/17 09:08:34","143","23","2016/1/20","18","0.1608"
"lina_2","2015/11/12 11:40:11","87","14","2016/1/25","13","0.1609"
"zuoming","2016/1/7 12:02:05","31","5","2016/2/4","3","0.1613"
"linbingrong","2016/1/7 11:14:16","31","5","2016/1/18","20","0.1613"
"zhouyi_2","2016/1/7 15:09:59","31","5","2016/1/19","19","0.1613"
"shitao_1","2015/12/7 14:49:48","62","10","2016/1/11","27","0.1613"
"wangxin1","2016/1/7 16:24:03","31","5","2016/1/14","24","0.1613"
"liulina","2015/9/30 14:11:00","130","21","2016/2/3","4","0.1615"
"wangxiaodong","2015/9/24 09:46:09","136","22","2016/2/4","3","0.1618"
"liushuyuan","2015/9/24 16:03:06","136","22","2016/2/5","2","0.1618"
"hanxin","2015/11/25 10:38:24","74","12","2016/2/4","3","0.1622"
"songxiaofeng","2015/11/19 14:51:10","80","13","2016/1/4","34","0.1625"
"zhangkun","2015/11/19 16:11:14","80","13","2015/12/11","58","0.1625"
"liang_1","2015/11/19 17:20:03","80","13","2016/1/28","10","0.1625"
"cuihouqing","2015/11/13 15:57:13","86","14","2016/2/5","2","0.1628"
"licong","2015/9/25 10:20:57","135","22","2016/1/17","21","0.1630"
"zhongyueting","2015/9/7 14:19:03","153","25","2015/12/21","48","0.1634"
"liuyang_3","2015/12/14 11:52:28","55","9","2016/1/13","25","0.1636"
"yangfeng_1","2015/10/14 15:00:47","116","19","2016/1/22","16","0.1638"
"linxuechen","2015/12/8 16:23:57","61","10","2016/1/22","16","0.1639"
"chenhequan","2015/12/8 11:11:35","61","10","2016/1/14","24","0.1639"
"pengjiangming","2015/12/8 10:29:23","61","10","2016/1/28","10","0.1639"
"songweiwei","2015/12/2 13:34:46","67","11","2016/1/28","10","0.1642"
"liulu_2","2015/12/2 17:16:23","67","11","2016/1/28","10","0.1642"
"qiumiaomiao","2015/11/26 12:13:39","73","12","2016/2/2","5","0.1644"
"zhoujiangang","2015/11/26 15:03:06","73","12","2016/2/1","6","0.1644"
"liyifu","2015/11/20 17:06:59","79","13","2016/1/21","17","0.1646"
"chenshuqiong","2015/11/20 18:11:21","79","13","2016/2/4","3","0.1646"
"guanyue_1","2015/11/20 13:40:53","79","13","2016/1/14","24","0.1646"
"xueyan","2015/10/27 16:38:13","103","17","2016/1/26","12","0.1650"
"shiyubin","2015/10/21 15:23:12","109","18","2016/2/4","3","0.1651"
"lvpengyi","2015/10/15 15:38:37","115","19","2016/2/4","3","0.1652"
"wangliangen","2015/9/21 16:12:46","139","23","2015/11/17","82","0.1655"
"zhanghongqiang","2015/9/9 16:52:57","151","25","2016/2/3","4","0.1656"
"chendujuan","2015/9/9 17:37:50","151","25","2016/2/5","2","0.1656"
"fengliming","2015/8/4 11:17:34","187","31","2015/11/11","88","0.1658"
"shixiaorong","2016/2/1 16:51:33","6","1","2016/2/1","6","0.1667"
"donghe","2015/12/21 09:18:40","48","8","2016/2/3","4","0.1667"
"zhouxu_1","2016/2/1 11:59:21","6","1","2016/2/1","6","0.1667"
"wuzhihao","2016/1/14 15:35:56","24","4","2016/2/3","4","0.1667"
"qinchichi","2016/1/20 15:00:13","18","3","2016/1/26","12","0.1667"
"guochen","2016/1/26 17:14:51","12","2","2016/1/27","11","0.1667"
"luhaoyuan","2015/12/9 14:00:05","60","10","2016/2/1","6","0.1667"
"huliming","2016/2/1 11:24:06","6","1","2016/2/1","6","0.1667"
"yuanmengjie","2016/1/14 13:44:02","24","4","2016/1/22","16","0.1667"
"lidongyuan","2016/1/20 11:36:06","18","3","2016/2/1","6","0.1667"
"zhulinxiao","2016/1/26 16:28:12","12","2","2016/2/5","2","0.1667"
"yupingting","2016/2/1 16:40:29","6","1","2016/2/1","6","0.1667"
"liuzhenwen","2016/1/8 13:33:10","30","5","2016/1/14","24","0.1667"
"chenjiechun","2016/2/1 11:57:48","6","1","2016/2/1","6","0.1667"
"liwenjie_1","2016/1/8 08:47:17","30","5","2016/1/26","12","0.1667"
"zhangrixin","2016/1/20 16:05:38","18","3","2016/1/28","10","0.1667"
"dongxinye","2015/9/22 15:54:01","138","23","2016/1/18","20","0.1667"
"liuzhengyuan","2015/9/22 16:23:55","138","23","2016/1/28","10","0.1667"
"zhaobincheng","2016/2/1 14:36:24","6","1","2016/2/1","6","0.1667"
"yuanliang","2016/1/26 16:55:15","12","2","2016/1/27","11","0.1667"
"qushichuan","2016/2/1 15:34:13","6","1","2016/1/27","11","0.1667"
"zhoujilu","2016/1/26 16:17:43","12","2","2016/1/28","10","0.1667"
"dengqingyu","2016/2/1 16:40:20","6","1","2016/2/1","6","0.1667"
"zengyuzhou","2015/12/15 09:17:04","54","9","2016/1/19","19","0.1667"
"beiyihui","2015/12/21 11:08:52","48","8","2016/1/8","30","0.1667"
"tongyiwen","2016/1/26 14:26:39","12","2","2016/1/27","11","0.1667"
"siyijin","2016/1/14 10:57:25","24","4","2016/1/28","10","0.1667"
"luli_1","2016/2/1 16:14:57","6","1","2016/2/2","5","0.1667"
"gaojia","2016/2/1 12:03:44","6","1","2016/2/1","6","0.1667"
"chenyouxin","2015/12/9 16:06:12","60","10","2016/2/4","3","0.1667"
"anhoude","2016/2/1 15:22:11","6","1","2016/2/1","6","0.1667"
"lijia_8","2016/1/26 16:03:46","12","2","2016/1/27","11","0.1667"
"zhuchangcong","2016/2/1 10:43:46","6","1","2016/2/3","4","0.1667"
"yangjianling","2016/2/1 17:44:24","6","1","2016/2/1","6","0.1667"
"zouziqiang","2016/2/1 16:11:22","6","1","2016/2/3","4","0.1667"
"randongsheng","2016/1/14 16:49:01","24","4","2016/2/3","4","0.1667"
"wangjunyu_9","2016/2/1 17:02:16","6","1","2016/2/1","6","0.1667"
"liuying_1","2016/1/20 14:47:25","18","3","2015/10/12","118","0.1667"
"liupeng_4","2016/2/1 09:35:57","6","1","2016/2/1","6","0.1667"
"chenjiarong","2016/1/26 17:11:59","12","2","2016/1/27","11","0.1667"
"xierui","2015/10/28 17:37:33","102","17","2016/1/26","12","0.1667"
"gecheng_1","2016/1/14 15:20:08","24","4","2016/1/27","11","0.1667"
"liufen","2015/11/9 14:27:51","90","15","2015/12/28","41","0.1667"
"fangmengming","2015/12/21 17:12:36","48","8","2016/1/6","32","0.1667"
"koumi","2016/1/8 11:56:58","30","5","2016/2/3","4","0.1667"
"xiaoxiong","2015/9/28 10:58:03","132","22","2016/1/28","10","0.1667"
"hugui","2016/1/8 15:54:28","30","5","2016/1/27","11","0.1667"
"pengbo","2016/2/1 10:45:02","6","1","2016/2/1","6","0.1667"
"yangkun_2","2016/1/26 15:27:30","12","2","2016/2/4","3","0.1667"
"jinjiaru","2016/1/20 15:26:56","18","3","2016/2/3","4","0.1667"
"zhangcihao","2016/1/20 13:57:30","18","3","2016/2/2","5","0.1667"
"chenteng","2015/12/9 08:56:42","60","10","2016/1/28","10","0.1667"
"wangfengmian","2016/1/26 17:06:57","12","2","2016/1/27","11","0.1667"
"yanghan_1","2016/1/20 16:42:49","18","3","2016/1/22","16","0.1667"
"qiushuo","2016/2/1 09:13:58","6","1","2016/2/3","4","0.1667"
"qianzhiwei","2016/1/26 09:30:48","12","2","2016/2/1","6","0.1667"
"wangxiaofei","2015/9/28 12:03:13","132","22","2016/1/26","12","0.1667"
"liuming_2","2016/1/20 16:55:21","18","3","2016/1/25","13","0.1667"
"maomeixin","2016/1/14 14:38:58","24","4","2016/1/22","16","0.1667"
"liangwanting","2016/1/26 10:47:51","12","2","2016/1/27","11","0.1667"
"liuwenjuan","2016/2/1 11:29:12","6","1","2016/2/1","6","0.1667"
"liyan_12","2016/1/14 15:58:32","24","4","2016/2/4","3","0.1667"
"linyi","2016/1/20 17:15:37","18","3","2016/2/5","2","0.1667"
"xiongjingzhang","2016/2/1 11:55:54","6","1","2016/2/2","5","0.1667"
"liuzexin","2016/1/8 11:56:58","30","5","2016/2/3","4","0.1667"
"chejiaxin","2016/2/1 14:37:23","6","1","2016/2/1","6","0.1667"
"yuanying","2016/2/1 16:51:01","6","1","2016/2/1","6","0.1667"
"liumingyue","2015/10/28 10:46:36","102","17","2016/1/27","11","0.1667"
"zhouhuaxiang","2016/2/1 10:44:00","6","1","2016/2/5","2","0.1667"
"wangyufei","2016/2/1 15:39:39","6","1","2016/2/1","6","0.1667"
"liyonglian","2016/2/1 16:13:26","6","1","2016/2/1","6","0.1667"
"lvchengbo","2015/9/22 16:51:11","138","23","2016/1/13","25","0.1667"
"liuqian_3","2015/10/28 16:44:34","102","17","2016/1/4","34","0.1667"
"zhangbin_2","2016/1/20 17:05:33","18","3","2016/2/1","6","0.1667"
"chenzhe_2","2016/1/26 16:31:49","12","2","2016/1/27","11","0.1667"
"yanhengfeng","2016/1/8 14:21:29","30","5","2016/1/20","18","0.1667"
"weiyang","2015/10/23 15:20:31","107","18","2016/1/26","12","0.1682"
"wanglixian_1","2015/10/29 11:07:16","101","17","2016/1/18","20","0.1683"
"xumeng","2015/11/4 17:23:12","95","16","2016/1/22","16","0.1684"
"lirui","2015/11/10 15:17:16","89","15","2016/1/25","13","0.1685"
"wanghui","2015/11/10 16:00:28","89","15","2016/1/28","10","0.1685"
"gengqiuwen","2015/11/10 10:00:06","89","15","2016/2/3","4","0.1685"
"liuwanying","2015/9/18 17:18:46","142","24","2016/1/13","25","0.1690"
"cuiyunhui","2015/9/24 17:59:32","136","23","2016/1/13","25","0.1691"
"mengfanxu","2015/12/10 14:58:17","59","10","2016/2/1","6","0.1695"
"guangshuai","2015/8/20 15:46:13","171","29","2016/1/7","31","0.1696"
"ganlin","2015/12/22 16:43:28","47","8","2016/1/28","10","0.1702"
"fengchenxi","2015/9/25 11:17:12","135","23","2015/12/31","38","0.1704"
"jikui","2015/9/25 10:35:21","135","23","2016/2/4","3","0.1704"
"niyan","2015/11/11 14:12:33","88","15","2016/1/15","23","0.1705"
"liuwei1","2015/11/17 15:20:25","82","14","2016/1/25","13","0.1707"
"gongting","2015/11/23 09:36:40","76","13","2016/1/29","9","0.1711"
"lifeng","2015/11/23 10:22:05","76","13","2016/1/27","11","0.1711"
"hancancan","2015/9/14 09:37:42","146","25","2016/1/25","13","0.1712"
"wangbo_3","2015/10/19 14:48:12","111","19","2016/1/20","18","0.1712"
"zhufangxiang","2015/9/14 18:00:07","146","25","2015/12/23","46","0.1712"
"zhanghua","2015/11/6 15:08:57","93","16","2016/2/5","2","0.1720"
"yangting","2015/10/14 15:46:31","116","20","2016/2/4","3","0.1724"
"lijianhua","2015/12/11 11:19:46","58","10","2016/1/15","23","0.1724"
"xiefang","2015/10/14 15:33:33","116","20","2015/12/31","38","0.1724"
"caoshaohuan","2015/12/11 10:23:48","58","10","2016/2/2","5","0.1724"
"zhangshaozhi","2015/10/20 16:27:35","110","19","2016/1/29","9","0.1727"
"fengpan","2015/10/20 08:58:38","110","19","2016/1/28","10","0.1727"
"xiechuang","2015/11/18 15:11:50","81","14","2016/1/24","14","0.1728"
"duwenjuan","2015/11/24 15:38:34","75","13","2016/2/3","4","0.1733"
"ninghongwen","2015/9/10 10:24:46","150","26","2016/1/27","11","0.1733"
"liqing_2","2015/11/30 17:19:38","69","12","2016/1/27","11","0.1739"
"chenmeichen","2016/1/15 11:32:24","23","4","2016/1/26","12","0.1739"
"wangyange","2016/1/15 11:16:54","23","4","2016/1/26","12","0.1739"
"zhouzheng1","2016/1/15 15:16:31","23","4","2016/1/25","13","0.1739"
"xujie_8","2016/1/15 15:12:07","23","4","2016/1/22","16","0.1739"
"liujiawei","2015/11/30 15:46:09","69","12","2016/1/4","34","0.1739"
"hujingyuan","2016/1/15 16:05:36","23","4","2016/1/22","16","0.1739"
"qixiaobin","2016/1/15 17:43:13","23","4","2016/2/2","5","0.1739"
"xiexin","2016/1/15 11:50:09","23","4","2016/1/21","17","0.1739"
"lilin_8","2016/1/15 14:06:38","23","4","2016/2/3","4","0.1739"
"zhangwen","2015/9/22 15:12:23","138","24","2016/1/23","15","0.1739"
"tianyun_1","2015/12/23 09:56:57","46","8","2016/1/27","11","0.1739"
"hushiyu","2016/1/15 15:16:58","23","4","2016/2/2","5","0.1739"
"zhaokeyi_1","2015/10/21 15:18:52","109","19","2016/1/22","16","0.1743"
"gaoliang","2015/10/21 11:29:46","109","19","2015/12/25","44","0.1743"
"laiweixi","2015/9/11 10:05:41","149","26","2016/1/28","10","0.1745"
"yanyan","2015/10/10 16:20:27","120","21","2016/1/19","19","0.1750"
"heyue3","2015/12/29 17:21:16","40","7","2016/1/27","11","0.1750"
"zengcai","2015/9/23 16:17:40","137","24","2016/1/14","24","0.1752"
"zelingjiao","2015/11/2 12:48:30","97","17","2016/2/2","5","0.1753"
"lian","2015/11/25 14:44:52","74","13","2016/1/27","11","0.1757"
"lixin_7","2015/11/25 10:29:20","74","13","2016/2/5","2","0.1757"
"lujunkun","2015/9/18 18:12:57","142","25","2016/1/26","12","0.1761"
"liuxiaoming_1","2015/9/18 10:37:29","142","25","2016/2/3","4","0.1761"
"hanjianhua","2015/9/18 10:14:11","142","25","2015/12/21","48","0.1761"
"sunmin_1","2016/1/4 08:55:29","34","6","2016/1/19","19","0.1765"
"zhangchenglin","2016/1/4 17:53:28","34","6","2016/1/27","11","0.1765"
"zhaoweinan","2015/12/1 16:04:55","68","12","2016/2/4","3","0.1765"
"liting_8","2016/1/21 16:24:28","17","3","2016/2/5","2","0.1765"
"wangjing_8","2016/1/21 17:54:17","17","3","2016/1/25","13","0.1765"
"wanglingyun","2016/1/4 15:21:13","34","6","2016/1/19","19","0.1765"
"yaoxin","2015/10/28 17:38:53","102","18","2016/2/4","3","0.1765"
"wangxinning","2015/12/1 16:04:54","68","12","2016/1/18","20","0.1765"
"liuyangbin","2016/1/21 14:43:15","17","3","2016/1/25","13","0.1765"
"wangxingjian","2016/1/21 14:00:46","17","3","2016/1/26","12","0.1765"
"wuxiaonan","2016/1/21 10:58:44","17","3","2016/2/1","6","0.1765"
"zhaodong_1","2016/1/4 17:29:56","34","6","2016/1/26","12","0.1765"
"liujian_3","2015/9/24 09:57:11","136","24","2015/12/4","65","0.1765"
"jiangjiabin","2016/1/21 14:19:15","17","3","2016/1/27","11","0.1765"
"zhouxiang","2015/11/20 11:24:56","79","14","2016/1/18","20","0.1772"
"wangwenhui","2015/11/20 16:56:15","79","14","2016/2/5","2","0.1772"
"wangjiao","2015/9/2 09:45:52","158","28","2016/2/5","2","0.1772"
"wuhuiling","2015/12/7 12:01:03","62","11","2016/1/21","17","0.1774"
"yangdiqiong","2015/9/25 09:43:16","135","24","2016/1/12","26","0.1778"
"zhangchong_1","2015/12/24 09:37:35","45","8","2016/2/5","2","0.1778"
"jiachunchao","2015/12/24 15:20:53","45","8","2016/2/1","6","0.1778"
"zhangjunlin","2015/12/24 11:01:26","45","8","2016/1/29","9","0.1778"
"zhaolina","2015/8/28 17:00:43","163","29","2016/2/5","2","0.1779"
"zhangbingbing","2015/10/12 14:25:39","118","21","2016/1/21","17","0.1780"
"zhoujinglei","2015/9/14 11:00:39","146","26","2016/1/6","32","0.1781"
"wuxinbin","2015/11/26 10:31:45","73","13","2016/1/27","11","0.1781"
"taifeng","2015/11/26 11:25:18","73","13","2016/2/4","3","0.1781"
"meizhenyong","2015/9/9 16:54:25","151","27","2016/1/26","12","0.1788"
"zhengyazhen","2015/10/13 16:03:50","117","21","2015/11/17","82","0.1795"
"chenxiaosheng","2015/10/13 15:01:13","117","21","2016/1/27","11","0.1795"
"shenchang","2015/11/10 11:49:27","89","16","2016/1/14","24","0.1798"
"yangjing_4","2015/10/19 11:21:17","111","20","2016/1/26","12","0.1802"
"ligang","2015/11/27 09:36:03","72","13","2016/2/2","5","0.1806"
"limengfan","2015/9/16 11:53:13","144","26","2016/2/3","4","0.1806"
"zhaoning","2015/11/27 14:46:37","72","13","2016/2/5","2","0.1806"
"zhangqin","2015/11/16 15:39:48","83","15","2016/1/28","10","0.1807"
"qinlibin","2015/8/25 15:24:41","166","30","2016/2/5","2","0.1807"
"wudan","2015/11/16 10:56:56","83","15","2016/2/3","4","0.1807"
"liyang_1","2015/11/5 16:01:09","94","17","2016/1/7","31","0.1809"
"wangwei_1","2015/10/14 11:21:48","116","21","2015/11/17","82","0.1810"
"chenyan","2015/9/11 11:59:31","149","27","2015/11/29","70","0.1812"
"fanfuzhen","2015/12/25 10:50:16","44","8","2016/1/28","10","0.1818"
"zhangjie_5","2016/1/5 10:51:23","33","6","2016/1/26","12","0.1818"
"wangkai6","2016/1/27 12:19:14","11","2","2016/2/2","5","0.1818"
"gengtao","2015/10/20 11:56:59","110","20","2015/12/28","41","0.1818"
"liuya","2015/12/3 11:00:02","66","12","2015/12/28","41","0.1818"
"tangdengpan","2015/12/14 17:18:22","55","10","2016/1/27","11","0.1818"
"zhangcheng","2016/1/27 10:40:40","11","2","2016/2/1","6","0.1818"
"suntao_3","2016/1/27 17:33:55","11","2","2016/2/1","6","0.1818"
"guanmingzhi","2016/1/5 14:16:58","33","6","2016/1/20","18","0.1818"
"huangweijian","2015/12/14 14:39:32","55","10","2016/2/5","2","0.1818"
"liuyonggang","2016/1/27 10:25:54","11","2","2016/1/28","10","0.1818"
"liyueqiang","2015/12/25 15:15:54","44","8","2016/2/2","5","0.1818"
"wuxiaomin","2016/1/27 17:15:30","11","2","2016/2/1","6","0.1818"
"lisheng","2016/1/27 17:24:59","11","2","2016/1/28","10","0.1818"
"tangmingshuai","2016/1/5 09:59:04","33","6","2016/1/18","20","0.1818"
"dichanglong","2016/1/27 10:21:10","11","2","2016/1/28","10","0.1818"
"zhanghuiling","2016/1/27 10:14:51","11","2","2016/2/1","6","0.1818"
"liyuwei","2016/1/5 16:18:15","33","6","2016/1/25","13","0.1818"
"yangxueya","2015/10/15 15:59:12","115","21","2016/2/5","2","0.1826"
"xuting_1","2015/11/17 16:04:08","82","15","2016/2/4","3","0.1829"
"tianweicheng","2015/12/9 15:51:35","60","11","2016/2/1","6","0.1833"
"zhangmin_9","2015/12/31 10:26:18","38","7","2016/2/5","2","0.1842"
"zhaopan","2015/9/8 11:42:23","152","28","2016/2/1","6","0.1842"
"zhailiang","2015/12/4 09:33:18","65","12","2016/1/12","26","0.1846"
"liuqian_1","2015/8/18 15:56:57","173","32","2016/2/4","3","0.1850"
"zhouzhi","2016/1/11 14:47:59","27","5","2016/1/19","19","0.1852"
"wangli_8","2016/1/11 16:42:50","27","5","2016/2/5","2","0.1852"
"wangyicong","2016/1/11 16:47:13","27","5","2016/1/22","16","0.1852"
"yinlifei","2015/11/18 11:01:26","81","15","2016/1/21","17","0.1852"
"sulingling","2016/1/11 10:42:52","27","5","2016/2/1","6","0.1852"
"shenyi_3","2016/1/11 16:44:05","27","5","2016/1/29","9","0.1852"
"lanxing","2016/1/11 10:30:54","27","5","2016/1/26","12","0.1852"
"qiaojiwei_1","2015/12/15 12:00:31","54","10","2016/1/18","20","0.1852"
"siwenhui","2016/1/11 10:51:16","27","5","2016/1/29","9","0.1852"
"zengzhuo","2015/9/9 10:02:32","151","28","2016/2/3","4","0.1854"
"zhouning","2015/8/24 10:25:41","167","31","2016/2/1","6","0.1856"
"maoshanjing","2015/12/10 09:03:57","59","11","2016/2/1","6","0.1864"
"raozhiliang","2015/10/12 10:35:41","118","22","2016/2/5","2","0.1864"
"wangxiang","2015/9/21 15:06:47","139","26","2015/11/17","82","0.1871"
"gaofei","2015/8/4 10:33:40","187","35","2015/11/17","82","0.1872"
"luoxingping","2016/1/6 17:58:19","32","6","2016/1/13","25","0.1875"
"lvbai","2016/1/22 08:08:49","16","3","2016/1/26","12","0.1875"
"xiongcaixing","2016/1/22 11:19:24","16","3","2016/1/30","8","0.1875"
"zhouyazhou","2016/1/22 17:37:18","16","3","2016/1/25","13","0.1875"
"hehongmin","2016/1/6 17:13:49","32","6","2016/1/15","23","0.1875"
"chenhuan","2016/1/22 09:19:36","16","3","2016/2/2","5","0.1875"
"zhaoyi1","2015/9/16 13:51:11","144","27","2015/12/3","66","0.1875"
"sunqian3","2016/1/6 14:18:28","32","6","2016/1/20","18","0.1875"
"wuyuping","2016/1/6 12:52:40","32","6","2016/1/21","17","0.1875"
"wangdan_2","2015/12/21 15:30:35","48","9","2016/1/22","16","0.1875"
"fangli_1","2016/1/22 11:52:59","16","3","2016/2/5","2","0.1875"
"wangjingjing_2","2016/1/22 15:41:06","16","3","2016/1/26","12","0.1875"
"daiqianqian","2016/1/6 10:26:45","32","6","2016/2/1","6","0.1875"
"zhouhao_5","2016/1/22 16:27:56","16","3","2016/1/24","14","0.1875"
"yaohui_2","2016/1/6 10:11:09","32","6","2016/2/4","3","0.1875"
"xuandongqiang","2015/8/26 09:34:02","165","31","2015/12/22","47","0.1879"
"liuxin_2","2015/9/11 09:24:41","149","28","2015/11/13","86","0.1879"
"zhengdingkui","2015/10/13 16:56:44","117","22","2016/1/26","12","0.1880"
"zhangyangming","2015/10/13 16:20:00","117","22","2016/1/28","10","0.1880"
"zhangbinbin","2015/8/21 14:09:51","170","32","2016/2/4","3","0.1882"
"lianglizhen","2015/11/30 14:07:27","69","13","2016/1/25","13","0.1884"
"zhangjianfang","2015/12/16 11:25:12","53","10","2016/1/21","17","0.1887"
"hejingjing","2015/12/16 13:43:27","53","10","2016/1/25","13","0.1887"
"yuhao","2015/9/17 14:55:54","143","27","2015/12/25","44","0.1888"
"lihuixiang","2015/9/17 16:10:15","143","27","2016/2/2","5","0.1888"
"yuli_1","2015/11/25 15:51:29","74","14","2016/1/19","19","0.1892"
"luojie_1","2015/11/4 10:50:07","95","18","2015/12/22","47","0.1895"
"xieqin","2015/9/7 17:50:57","153","29","2016/1/19","19","0.1895"
"hemeimei","2015/11/20 16:32:22","79","15","2016/2/4","3","0.1899"
"zhangweimin","2015/11/20 14:19:08","79","15","2016/1/21","17","0.1899"
"jianglinyi","2015/10/30 11:39:50","100","19","2016/2/5","2","0.1900"
"liulei","2015/10/20 10:34:44","110","21","2016/1/20","18","0.1909"
"huangshenglong","2015/12/1 11:23:29","68","13","2016/2/5","2","0.1912"
"zhuliang","2015/12/1 11:54:36","68","13","2016/2/1","6","0.1912"
"maoruobing","2015/10/15 11:53:20","115","22","2016/1/19","19","0.1913"
"wengxingfan","2015/12/22 13:56:56","47","9","2016/2/5","2","0.1915"
"yangxujun","2015/11/5 11:28:36","94","18","2016/1/27","11","0.1915"
"wanghuping","2015/12/22 15:15:41","47","9","2016/1/26","12","0.1915"
"gaojiangang","2016/1/12 14:34:42","26","5","2016/1/27","11","0.1923"
"mengxincheng","2016/1/12 17:47:15","26","5","2016/2/1","6","0.1923"
"lixiang3","2016/1/12 17:44:34","26","5","2016/1/21","17","0.1923"
"niezixian","2015/12/17 15:32:55","52","10","2016/1/15","23","0.1923"
"zhaiguanglei","2015/10/21 16:56:59","109","21","2016/1/28","10","0.1927"
"xiexiaolin","2015/10/21 09:43:45","109","21","2015/12/7","62","0.1927"
"tangyan","2015/8/25 08:51:36","166","32","2015/12/22","47","0.1928"
"zhulijun","2015/11/16 16:59:33","83","16","2016/1/25","13","0.1928"
"wanjun","2015/9/15 14:36:13","145","28","2016/1/14","24","0.1931"
"daifangmin","2015/9/15 11:19:26","145","28","2016/1/19","19","0.1931"
"fanggengbin","2016/1/7 14:42:08","31","6","2016/2/3","4","0.1935"
"diding","2016/1/7 17:32:01","31","6","2016/1/13","25","0.1935"
"zhaijie_2","2015/12/7 16:14:25","62","12","2016/1/27","11","0.1935"
"lihuibin","2015/12/2 09:18:49","67","13","2016/1/21","17","0.1940"
"xujing_2","2015/12/2 10:38:32","67","13","2016/1/26","12","0.1940"
"jinlei","2015/8/27 09:18:03","164","32","2016/2/4","3","0.1951"
"yangjing_1","2015/8/27 14:52:16","164","32","2016/2/5","2","0.1951"
